Depth CSF-A (m),Porosity (vol%),NGR total counts (cps),Reflectance L*,Reflectance a*,Reflectance b*
25.58,86.0,16.82,48.0,-0.8,-0.7
25.8,66.5,27.2,55.2,0.7,14.34
25.8,69.6,13.561,47.3,1.6,11.1
25.84,45.3,51.895,53.0,-0.6,-2.2
25.88,62.4,29.56,42.0,1.0,0.3
25.88,62.4,29.56,42.0,1.0,0.3
25.9,59.3,22.6,54.38,1.36,8.78
25.9,59.3,22.6,54.38,1.36,8.78
25.91,44.0,43.452,44.12,1.59,-2.38
26.0,69.4,30.0,52.75,1.99,12.37
26.08,72.4,7.081,51.3,2.5,9.9
26.1,47.8,74.68,48.6,-1.0,4.1
26.2,74.2,36.2,61.36,2.55,17.0
26.24,73.8,12.49,72.7,4.5,6.9
26.24,65.8,24.544,43.6,0.9,10.1
26.25,69.3,24.751,38.4,0.6,7.3
26.25,42.2,50.24,37.8,-1.3,3.9
26.28,69.9,33.59,40.7,-0.7,2.0
26.3,56.5,28.2,63.05,-1.36,10.68
26.3,56.5,28.2,63.05,-1.36,10.68
26.4,69.0,30.11,55.2,3.2,10.8
26.4,62.7,24.8,55.3,-0.44,11.1
26.68,77.9,25.78,42.5,-1.0,2.1
26.68,72.4,27.95,57.2,-0.5,-1.2
26.8,73.6,30.4,67.14,2.25,16.17
26.84,77.1,8.071,47.7,3.4,6.0
26.87,44.7,40.877,42.9,-0.6,1.6
26.92,45.2,47.173,47.5,-1.6,4.7
26.96,45.6,39.836,43.0,-1.1,2.0
26.96,45.6,39.836,43.0,-1.1,2.0
26.98,47.5,39.836,43.0,-1.1,2.0
27.08,77.5,17.13,50.8,-1.1,-1.5
27.08,79.3,10.32,65.2,-1.5,-0.2
27.1,67.3,31.284,46.5,2.0,2.9
27.18,65.2,24.83,51.3,1.6,-2.3
27.3,71.3,37.8,56.13,0.35,13.31
27.4,70.9,25.907,46.0,1.4,6.6
27.4,67.4,18.2,61.57,0.35,9.0
27.44,39.0,40.908,40.24,1.23,-1.79
27.5,51.8,32.2,50.1,-1.03,11.28
27.5,71.1,33.0,56.71,2.34,15.19
27.5,51.8,32.2,50.1,-1.03,11.28
27.58,78.6,6.848,51.7,3.0,9.0
27.6,45.9,46.94,40.6,-0.8,2.5
27.68,71.0,15.04,75.5,3.7,9.0
27.77,72.2,36.19,38.0,-0.6,1.3
27.8,65.6,33.2,58.61,-0.91,9.63
27.84,38.3,32.859,37.6,-0.9,-0.7
27.88,65.2,35.44,39.4,1.3,3.7
27.9,67.7,26.96,58.5,2.8,5.9
27.9,70.8,30.2,55.23,-0.13,12.28
28.18,66.2,28.5,45.4,-3.4,2.7
28.18,75.1,35.59,42.3,-3.8,3.7
28.2,58.8,23.8,38.53,2.12,13.51
28.2,66.3,21.8,57.91,0.36,7.83
28.3,67.9,14.887,52.3,3.4,5.6
28.3,67.9,14.887,52.3,3.4,5.6
28.33,48.0,54.143,46.7,-0.8,-1.2
28.38,51.5,35.385,28.4,0.8,-2.3
28.45,54.1,9.331,40.8,-0.2,1.7
28.5,38.0,38.274,37.5,1.15,-0.78
28.58,85.2,16.0,45.8,-0.7,1.1
28.58,79.3,10.65,62.9,-1.4,0.8
28.62,70.9,13.514,48.1,1.9,9.1
28.62,70.9,13.514,48.1,1.9,9.1
28.9,69.5,21.8,68.88,0.39,11.0
29.0,76.5,29.2,68.97,1.56,15.17
29.0,55.9,31.2,52.26,-0.83,10.35
29.08,71.8,19.401,52.8,3.1,9.4
29.08,73.8,31.93,37.5,-1.6,3.4
29.12,66.8,19.164,44.0,1.0,4.7
29.18,69.1,17.09,68.3,2.9,4.9
29.2,43.0,39.304,42.17,1.58,-3.85
29.24,63.1,27.931,45.2,0.3,7.3
29.25,73.0,33.588,38.0,0.6,9.1
29.28,66.0,30.2,53.5,3.4,11.6
29.3,57.3,29.0,66.99,-0.98,9.57
29.38,62.5,36.64,43.4,1.3,0.7
29.4,70.4,36.2,53.9,0.36,10.09
29.4,70.4,36.2,53.9,0.36,10.09
29.56,42.4,49.562,48.0,-1.3,2.8
29.58,43.2,49.562,48.0,-1.3,2.8
29.68,69.9,24.45,54.4,0.3,10.0
29.68,77.9,29.8,36.2,-2.9,6.9
29.7,76.9,26.8,64.32,3.82,22.08
29.78,71.5,33.28,43.1,-0.8,-1.2
29.78,34.8,43.939,43.5,-0.5,-1.0
29.85,71.4,18.494,53.9,3.8,6.5
29.85,71.4,18.494,53.9,3.8,6.5
29.98,71.3,23.4,58.5,2.8,7.1
30.08,79.9,12.9,59.9,-1.5,-1.2
30.08,84.5,15.02,48.0,-1.3,-0.1
30.28,43.9,61.955,39.9,-0.8,0.7
30.3,48.0,24.2,50.75,3.77,12.75
30.39,68.2,28.878,41.9,1.3,9.9
30.4,68.1,18.0,64.27,0.26,8.38
30.5,56.0,27.2,51.39,-0.8,8.29
30.5,69.7,29.2,61.97,3.11,17.53
30.5,56.0,27.2,51.39,-0.8,8.29
30.53,42.7,35.9,33.1,0.4,-1.9
30.58,75.5,10.234,53.8,2.6,7.0
30.68,72.2,16.69,72.7,3.9,4.0
30.68,74.9,10.944,43.0,1.7,12.3
30.73,44.7,36.78,40.97,1.26,-0.49
30.8,60.6,22.0,64.93,-0.92,8.99
30.88,61.2,36.27,39.4,0.5,0.0
30.9,64.2,37.4,53.37,-0.25,10.59
30.96,68.5,25.06,60.8,0.4,-1.6
31.11,50.2,32.172,34.9,-1.0,1.4
31.18,73.7,35.16,43.1,-1.5,1.9
31.2,74.4,29.8,61.54,3.08,17.98
31.22,46.8,44.666,42.9,-1.1,1.6
31.24,68.1,24.338,36.6,1.5,6.6
31.28,72.9,31.09,41.8,-1.8,0.0
31.28,72.9,31.09,41.8,-1.8,0.0
31.31,68.0,14.001,49.0,3.3,5.8
31.31,68.0,14.001,49.0,3.3,5.8
31.44,48.3,52.956,44.5,-0.9,-1.2
31.44,48.3,52.956,44.5,-0.9,-1.2
31.48,70.1,26.56,49.7,1.3,3.3
31.49,66.4,18.885,45.2,1.0,8.7
31.54,68.2,27.661,43.4,1.1,7.4
31.58,80.2,11.08,63.7,-1.2,0.0
31.58,86.4,18.06,52.0,-2.4,-0.7
31.8,68.7,24.0,52.19,0.53,14.65
31.9,59.5,19.6,65.06,0.27,7.44
31.94,51.5,33.226,38.51,0.93,0.13
32.0,76.7,26.0,58.7,4.74,19.12
32.0,56.5,34.2,51.39,-0.59,10.23
32.05,74.8,8.674,53.2,3.2,8.6
32.18,71.6,19.84,69.5,4.4,8.2
32.3,58.6,32.4,65.85,-1.07,8.28
32.35,63.5,40.25,40.4,0.7,2.3
32.4,65.3,33.6,55.26,-0.59,11.81
32.49,42.3,54.952,48.9,-1.9,1.1
32.54,73.9,28.28,37.3,-4.2,7.0
32.57,68.3,15.001,45.9,1.9,10.1
32.7,77.8,26.4,60.79,1.98,13.72
32.73,63.4,20.188,45.2,0.8,9.3
32.73,48.6,25.348,36.1,-0.4,1.0
32.75,48.4,25.348,36.1,-0.4,1.0
32.76,46.3,55.692,37.9,-0.8,1.0
32.78,71.6,30.67,48.5,-0.1,-0.5
32.81,77.3,9.441,50.6,3.3,5.2
32.9,59.3,29.6,53.2,-0.69,9.75
32.9,73.5,20.6,54.87,3.74,18.45
32.93,44.8,36.254,43.56,1.56,-2.01
32.95,67.1,31.924,42.4,1.5,3.5
32.98,68.8,16.81,66.1,0.8,6.6
33.08,79.9,11.37,63.3,-0.9,-0.9
33.08,83.1,15.72,40.1,-1.6,1.2
33.18,68.1,25.53,51.0,-2.1,2.1
33.2,57.5,23.2,65.04,-0.95,8.83
33.3,70.8,23.2,54.22,-0.14,13.72
33.4,69.0,19.8,65.86,0.05,9.12
33.48,37.6,55.432,48.9,-0.6,-0.5
33.55,71.2,18.7,71.3,4.0,5.3
33.58,87.6,12.8,31.8,-1.4,4.7
33.65,75.0,25.49,38.4,-5.5,6.9
33.69,43.5,34.269,41.1,1.59,-1.38
33.69,44.9,34.517,41.8,-1.6,2.9
33.71,47.5,34.517,41.8,-1.6,2.9
33.88,57.2,41.05,38.0,0.2,1.3
33.9,67.2,34.8,54.52,-0.35,11.93
33.96,71.9,21.259,53.0,3.4,7.3
33.96,71.9,21.259,53.0,3.4,7.3
33.96,61.7,19.018,39.9,2.2,2.8
34.0,72.2,28.2,59.33,2.98,18.01
34.0,70.7,36.147,44.4,0.7,9.0
34.05,49.0,55.737,44.1,-1.4,1.9
34.1,42.0,64.316,41.1,-0.6,-0.4
34.2,74.0,19.2,62.54,2.33,17.54
34.24,64.8,19.431,52.0,2.2,10.3
34.28,73.9,30.76,46.3,0.0,-2.2
34.3,55.9,26.2,58.64,-0.39,8.88
34.3,67.8,19.6,68.66,-0.17,9.15
34.35,79.4,10.82,62.3,-1.6,0.4
34.4,85.7,14.71,41.7,-2.6,2.1
34.48,71.5,17.52,65.1,-1.9,1.1
34.48,71.5,17.52,65.1,-1.9,1.1
34.68,68.7,23.44,55.0,0.9,-0.5
34.7,45.9,52.891,43.4,-1.0,1.2
34.75,78.0,20.7,43.2,-2.1,2.4
34.78,69.2,25.219,51.9,3.2,6.6
34.8,68.0,24.6,54.31,-0.5,13.82
34.8,57.5,51.8,55.1,-0.63,10.8
34.84,41.4,52.317,47.1,-1.4,-1.5
35.08,77.9,10.57,61.9,-2.1,0.9
35.08,85.0,13.68,33.1,-0.1,4.2
35.08,86.7,14.48,44.9,-0.3,-2.1
35.08,86.7,14.48,44.9,-0.3,-2.1
35.2,44.5,39.484,36.35,1.46,-3.17
35.38,67.4,35.65,44.8,-1.0,-0.5
35.39,18.7,22.2,39.1,6.96,7.25
35.39,66.5,12.068,48.4,2.1,10.6
35.4,60.8,21.2,58.92,0.21,7.65
35.5,57.1,34.0,49.28,-0.98,8.2
35.5,71.7,47.4,61.22,1.62,15.05
35.68,70.4,16.88,69.7,5.0,4.1
35.7,67.4,47.8,59.13,2.49,15.92
35.74,64.9,11.871,52.7,2.0,11.5
35.74,65.9,28.221,41.0,0.6,9.2
35.78,74.0,30.09,44.4,-2.4,0.8
35.8,59.0,22.8,64.51,-0.81,10.44
35.85,15.65,34.8,45.35,2.1,7.06
35.94,29.5,53.738,43.6,-0.7,0.9
35.95,42.7,52.631,36.6,-0.8,2.3
35.98,71.1,19.17,66.3,-0.2,0.0
36.18,75.6,28.75,51.6,-2.0,1.8
36.18,66.5,23.81,52.7,0.9,0.1
36.3,68.5,19.4,53.52,-0.06,11.42
36.38,20.0,29.0,57.41,0.64,7.6
36.43,45.1,63.415,50.2,-1.1,1.4
36.48,41.5,36.725,37.66,1.32,-2.48
36.54,67.7,31.494,59.6,3.8,6.9
36.54,67.7,31.494,59.6,3.8,6.9
36.58,78.9,9.73,62.1,-1.6,0.5
36.58,86.3,14.44,46.8,-1.1,0.2
36.58,86.7,13.1,39.7,-1.0,0.3
36.6,74.9,50.0,62.84,3.16,20.77
36.68,68.2,37.46,45.6,-0.8,-0.6
36.78,73.5,17.744,47.8,1.9,6.4
36.84,66.4,39.048,42.8,1.1,8.5
36.9,65.8,14.8,65.42,0.55,11.85
36.98,22.0,23.6,69.35,0.31,7.22
37.0,62.9,34.0,48.39,-0.53,7.44
37.0,71.3,51.2,61.62,3.05,22.61
37.11,25.0,22.4,50.09,0.65,7.16
37.18,70.9,17.39,66.8,3.4,4.8
37.24,66.2,13.944,54.9,1.8,12.4
37.28,72.8,30.57,41.7,-0.5,1.5
37.3,60.8,24.4,55.81,-1.15,6.8
37.48,69.7,13.82,73.0,0.4,-0.8
37.6,65.0,37.36,50.2,-0.7,-1.6
37.6,65.0,37.36,50.2,-0.7,-1.6
37.68,66.2,21.28,63.9,0.0,2.0
37.68,74.3,25.78,45.8,-0.1,7.8
37.68,74.3,25.78,45.8,-0.1,7.8
37.7,74.2,34.4,45.21,0.64,9.22
37.71,43.4,57.333,41.9,-0.7,1.1
37.8,66.2,22.2,52.23,0.33,10.99
37.81,63.6,23.966,60.9,3.6,5.5
37.9,49.5,52.198,46.0,-1.5,-0.8
37.96,46.0,56.814,34.5,-0.7,1.5
37.98,46.5,56.814,34.5,-0.7,1.5
38.05,43.9,40.518,40.85,1.59,-1.47
38.08,83.4,16.05,49.6,-2.0,0.5
38.08,79.0,10.04,61.2,-1.5,1.5
38.08,85.9,15.34,49.5,0.2,-1.7
38.28,72.5,13.154,45.0,1.7,5.2
38.4,58.5,20.0,62.3,0.1,7.87
38.45,45.5,60.954,41.1,-1.8,3.5
38.48,44.9,60.954,41.1,-1.8,3.5
38.5,58.5,29.8,48.45,-0.51,8.32
38.5,58.5,29.8,48.45,-0.51,8.32
38.5,71.3,57.6,60.16,2.58,18.16
38.54,70.9,32.43,38.0,0.2,-0.4
38.68,68.3,38.784,59.3,3.4,5.2
38.68,69.7,17.59,69.3,3.4,3.2
38.73,41.6,38.377,38.31,1.26,1.15
38.74,67.0,31.921,43.5,1.1,7.2
38.74,72.2,11.408,54.3,3.1,9.5
38.74,67.0,31.921,43.5,1.1,7.2
38.8,59.7,29.4,60.2,-1.25,10.44
38.84,65.1,45.737,48.8,2.3,5.9
38.88,66.6,38.78,49.7,-0.9,-1.1
38.94,41.1,57.095,42.2,-1.0,1.2
39.18,70.8,27.63,38.2,-2.2,8.6
39.18,69.2,21.49,59.0,0.8,-1.8
39.18,70.8,27.63,38.2,-2.2,8.6
39.2,74.7,24.0,51.61,0.19,11.38
39.28,73.6,31.4,46.6,-0.5,-0.9
39.42,84.8,15.18,52.9,-3.1,-1.1
39.48,71.5,17.15,64.3,0.1,-0.8
39.58,87.2,13.09,39.1,-1.9,1.9
39.58,79.8,12.09,61.5,-1.8,0.4
39.66,44.6,58.739,43.6,-0.9,1.5
39.66,44.6,58.739,43.6,-0.9,1.5
39.8,65.4,24.6,54.13,-0.16,12.78
39.85,69.3,38.388,38.5,0.8,9.4
39.9,65.1,18.2,69.26,0.57,10.14
39.95,45.1,62.538,46.1,-1.7,4.0
39.98,42.7,38.411,41.77,1.41,-3.93
40.0,77.7,29.8,52.76,0.85,16.16
40.0,60.9,29.4,52.2,-0.49,5.83
40.15,71.8,13.987,44.8,1.9,7.4
40.18,69.7,17.83,66.1,2.9,6.0
40.18,69.7,17.83,66.1,2.9,6.0
40.2,44.9,60.418,40.8,-1.1,2.2
40.21,48.1,51.776,46.5,-0.5,-1.5
40.24,73.5,12.944,52.1,2.5,7.4
40.3,60.2,25.6,59.0,-0.96,8.68
40.37,46.0,61.932,44.8,0.0,-0.2
40.38,65.3,38.27,44.5,-1.1,0.3
40.4,46.5,53.156,35.2,-0.6,-1.0
40.51,68.0,23.52,51.3,0.6,-0.3
40.68,71.3,30.68,52.5,-1.7,1.8
40.7,80.9,24.6,59.56,0.51,15.47
40.72,69.7,35.024,43.7,2.1,5.2
40.78,69.3,32.05,45.1,-0.3,-0.7
40.98,68.2,23.21,65.8,0.1,-1.6
41.06,84.7,15.57,48.8,-1.7,0.8
41.08,79.2,11.1,64.9,-1.6,-0.5
41.1,72.1,26.361,47.2,3.3,6.5
41.18,44.6,59.604,46.2,-0.8,2.3
41.29,66.0,36.308,44.8,1.1,8.6
41.3,47.8,40.948,43.1,1.57,-2.25
41.3,63.3,24.8,55.06,-0.22,10.11
41.4,55.7,19.4,66.03,0.09,8.77
41.44,44.2,54.188,39.4,-0.6,1.0
41.46,65.5,23.85,56.8,0.8,-0.9
41.49,73.1,9.57,55.8,1.8,10.5
41.5,81.1,21.4,59.6,1.06,15.95
41.5,53.1,24.2,51.71,-0.51,7.56
41.68,70.5,18.21,68.4,3.3,2.8
41.8,58.7,25.2,65.61,-0.91,10.24
41.88,69.4,30.68,57.8,1.4,5.9
41.88,69.4,30.68,57.8,1.4,5.9
41.88,67.1,36.0,51.2,-2.1,-1.0
42.1,77.4,19.4,57.4,0.68,14.04
42.1,77.4,19.4,57.4,0.68,14.04
42.14,77.3,13.891,51.3,3.1,7.4
42.18,69.6,29.58,56.5,1.2,7.4
42.2,80.3,23.6,53.28,1.01,13.74
42.24,64.1,25.648,44.9,0.7,9.8
42.24,64.1,25.648,44.9,0.7,9.8
42.28,72.2,32.43,44.5,-0.4,-0.6
42.36,62.2,29.487,51.2,4.3,8.9
42.4,44.4,62.55,38.1,-0.7,0.8
42.4,44.4,62.55,38.1,-0.7,0.8
42.4,58.1,27.4,54.29,-0.75,11.18
42.41,62.3,36.004,44.9,1.5,5.9
42.44,68.6,9.58,55.3,1.6,10.4
42.48,68.3,23.27,57.2,-1.8,0.4
42.51,86.0,15.01,48.5,-1.8,0.1
42.58,79.7,11.76,61.3,-2.3,0.8
42.68,69.5,21.87,49.5,0.2,2.4
42.7,57.3,27.6,58.54,-1.29,8.88
42.7,43.3,43.166,41.27,1.45,-1.14
42.8,64.4,22.4,57.72,-0.3,12.75
42.9,65.4,15.8,61.47,0.68,9.36
43.08,87.3,12.5,33.6,-0.9,2.4
43.18,70.0,18.62,64.0,1.8,4.9
43.28,46.8,55.319,43.6,-1.0,1.0
43.3,46.8,56.676,41.3,-1.9,4.0
43.3,71.1,14.024,45.3,2.0,4.6
43.38,68.5,30.67,52.9,-0.1,2.1
43.39,65.4,40.431,44.7,1.2,10.3
43.45,43.1,44.969,39.21,1.32,1.05
43.5,73.8,28.8,50.78,-0.16,14.19
43.5,54.8,28.2,52.86,-0.92,9.79
43.64,70.1,17.731,54.3,3.8,7.3
43.64,70.1,17.731,54.3,3.8,7.3
43.65,43.8,53.092,51.4,-1.3,-0.7
43.7,75.1,24.0,48.54,0.36,10.19
43.74,69.6,10.968,59.4,3.1,7.5
43.78,68.5,33.18,39.2,-1.1,3.4
43.8,57.1,17.8,62.02,1.49,11.71
43.8,56.2,30.4,56.22,-0.15,10.06
43.83,81.2,11.43,58.8,-1.3,-0.8
43.86,83.7,16.1,46.8,-1.7,1.4
43.98,68.9,14.56,68.8,-1.3,-0.4
44.18,67.7,23.91,53.1,0.9,10.9
44.18,68.8,21.6,51.6,0.1,-1.3
44.18,68.8,21.6,51.6,0.1,-1.3
44.3,65.0,21.6,55.27,-0.17,11.62
44.39,46.3,61.012,43.4,-1.0,2.0
44.39,46.3,61.012,43.4,-1.0,2.0
44.44,72.0,18.27,62.1,-0.9,0.3
44.44,44.9,50.055,39.3,-1.2,3.9
44.58,79.7,11.86,55.8,-3.1,1.6
44.58,84.8,14.15,46.7,-0.5,-1.1
44.58,84.7,13.98,49.7,0.8,-2.9
44.64,40.8,45.453,39.57,1.33,-0.6
44.75,65.7,28.11,57.6,0.5,5.5
44.75,65.7,28.11,57.6,0.5,5.5
44.84,22.2,17.4,50.12,-0.16,10.11
44.88,18.4,18.2,78.25,1.28,8.19
44.88,18.4,18.2,78.25,1.28,8.19
44.9,61.2,21.4,66.01,1.24,11.66
44.99,76.5,17.341,51.5,3.7,5.6
45.0,56.4,24.2,51.69,-0.72,8.78
45.0,78.8,18.6,50.72,0.15,10.12
45.01,25.8,15.4,45.83,0.9,6.13
45.14,75.5,11.828,41.4,2.0,7.6
45.18,70.8,17.67,63.0,-0.3,-0.9
45.2,78.0,25.8,57.96,0.19,7.64
45.24,62.1,30.888,46.3,0.4,10.7
45.24,72.5,28.434,55.9,2.5,7.0
45.28,71.5,33.48,24.6,-2.6,6.2
45.3,55.3,26.2,61.39,-0.69,8.88
45.4,35.5,13.0,75.64,1.15,12.64
45.45,44.7,61.137,43.7,-1.3,2.4
45.48,43.7,61.137,43.7,-1.3,2.4
45.48,68.2,16.51,67.3,0.7,1.4
45.64,47.1,52.786,50.3,-1.4,-0.9
45.68,68.2,22.06,52.4,0.3,0.4
45.68,68.0,34.35,46.8,2.5,30.2
45.74,67.3,24.93,55.3,0.5,6.3
45.8,63.5,23.0,53.72,-0.11,10.15
45.87,38.2,44.002,40.03,1.26,-0.27
45.88,70.6,13.99,44.3,2.4,3.4
45.94,47.5,53.482,39.7,-1.7,3.7
45.96,44.4,55.045,41.0,-1.6,2.9
45.98,44.9,55.045,41.0,-1.6,2.9
46.08,84.9,13.67,38.0,-1.5,1.3
46.08,79.3,11.27,55.0,-1.0,2.9
46.1,29.75,14.4,67.84,0.67,5.86
46.12,82.8,17.49,47.2,-2.2,0.4
46.31,45.1,48.658,36.1,1.2,-3.7
46.36,63.7,24.761,51.1,1.3,5.6
46.4,70.3,19.8,65.68,1.19,11.59
46.4,47.2,57.818,39.8,-1.0,1.5
46.46,70.5,14.401,55.9,4.3,8.0
46.5,79.7,24.6,50.77,-0.27,9.57
46.5,64.8,26.2,54.87,-0.55,8.96
46.68,70.3,17.63,64.4,-0.3,-2.0
46.68,46.6,45.158,40.4,-1.3,4.6
46.74,70.6,9.131,49.3,2.5,6.3
46.78,67.1,37.08,40.9,-1.4,-0.6
46.8,53.9,30.0,51.65,0.0,7.22
46.81,43.5,43.633,42.17,1.59,-3.16
46.88,70.2,22.32,53.3,0.5,3.2
46.88,70.2,22.32,53.3,0.5,3.2
46.98,68.2,23.34,50.6,1.5,13.1
46.98,68.2,23.34,50.6,1.5,13.1
47.04,44.4,60.884,40.2,-0.8,0.8
47.18,66.8,19.03,67.5,0.4,-2.1
47.2,69.0,29.6,50.5,4.1,24.5
47.2,73.7,16.8,47.31,0.26,13.7
47.3,64.7,29.0,52.59,-0.29,9.46
47.44,46.7,48.202,42.1,-1.2,3.7
47.5,84.8,15.16,41.5,-3.4,4.2
47.58,85.1,15.0,40.9,-0.7,2.6
47.58,79.6,10.95,60.6,-1.7,1.0
47.68,42.0,44.811,40.75,1.15,-2.16
47.78,67.5,14.054,51.3,4.0,5.7
47.9,64.5,21.0,65.3,0.87,11.14
47.9,64.5,21.0,65.3,0.87,11.14
48.0,53.5,24.0,52.5,-0.66,7.21
48.0,76.7,20.6,54.0,-0.77,13.86
48.0,53.5,24.0,52.5,-0.66,7.21
48.04,72.7,29.76,46.0,-0.7,-1.4
48.14,55.1,13.454,53.3,3.9,6.7
48.14,55.1,13.454,53.3,3.9,6.7
48.2,63.6,21.0,53.57,-0.15,9.09
48.2,50.9,41.485,47.4,-1.7,6.2
48.24,63.7,32.098,47.1,0.6,10.5
48.24,70.0,15.528,53.5,2.0,9.4
48.28,68.4,23.09,54.9,2.7,14.4
48.3,54.5,23.4,52.39,-0.33,7.07
48.38,76.0,23.91,56.8,-1.4,1.0
48.46,46.6,55.945,42.3,-0.9,1.2
48.58,86.2,13.79,42.3,-1.7,0.1
48.62,44.8,58.96,43.6,-1.3,2.6
48.64,45.0,58.96,43.6,-1.3,2.6
48.68,68.1,24.35,50.9,0.5,1.2
48.7,72.7,20.0,52.51,-0.11,12.35
48.72,67.6,28.76,49.0,5.0,34.8
48.78,71.1,32.92,39.1,-2.7,1.7
48.98,71.6,20.58,55.5,-0.9,-0.8
49.08,82.3,15.42,49.6,-2.0,0.3
49.08,77.7,11.55,65.1,-1.6,-0.7
49.12,42.1,46.003,40.04,1.46,-4.53
49.12,42.1,46.003,40.04,1.46,-4.53
49.28,63.5,22.754,47.7,0.6,8.6
49.3,61.5,22.8,50.87,-0.67,9.47
49.4,59.1,17.4,60.8,0.89,9.4
49.5,74.9,25.4,54.47,-0.17,12.21
49.5,63.3,22.4,51.56,-0.49,8.33
49.68,70.3,17.55,61.7,-1.4,0.0
49.71,49.7,45.705,39.8,-1.4,4.2
49.74,68.2,12.604,53.9,1.9,8.3
49.8,50.4,29.2,54.44,-0.71,8.11
49.88,70.1,25.7,51.2,-0.5,1.4
49.96,47.4,54.155,41.7,-1.6,6.7
50.01,67.4,20.67,57.5,-0.4,1.2
50.1,46.4,60.649,41.2,-1.2,0.7
50.2,70.4,21.6,38.62,0.01,9.03
50.24,67.9,28.89,27.8,8.0,43.7
50.27,63.5,20.328,50.4,3.4,8.0
50.28,68.8,33.67,41.4,-1.3,-1.0
50.32,45.6,53.396,44.5,-1.2,-0.5
50.4,62.6,20.775,49.4,0.7,8.3
50.4,39.8,44.922,40.98,1.35,-1.11
50.48,70.6,22.45,52.3,-0.7,2.4
50.58,86.4,14.68,49.1,-3.3,0.8
50.58,77.3,10.79,53.4,-1.0,3.2
50.59,71.5,18.713,50.9,4.2,8.2
50.59,71.5,18.713,50.9,4.2,8.2
50.9,64.5,15.6,65.58,1.09,12.01
50.94,75.0,8.973,46.3,1.9,6.6
50.94,75.0,8.973,46.3,1.9,6.6
50.95,67.3,18.53,62.1,0.3,-1.6
51.0,75.6,25.2,55.02,-0.51,10.82
51.0,53.7,29.0,50.28,-0.82,8.37
51.1,70.7,17.87,67.1,-0.7,-2.0
51.21,45.6,59.815,42.9,-0.1,-1.4
51.24,45.2,66.594,38.9,-1.2,0.7
51.3,47.5,32.0,53.66,0.26,8.46
51.38,71.6,29.86,51.8,-0.3,2.4
51.5,48.0,44.838,46.0,-1.7,5.5
51.56,45.4,22.458,55.9,4.2,8.0
51.7,49.4,37.6,56.36,0.26,8.27
51.7,72.3,19.211,46.7,2.8,9.2
51.7,49.4,37.6,56.36,0.26,8.27
51.7,82.1,21.2,54.31,-0.31,11.75
51.72,63.5,17.559,52.2,4.1,5.5
51.75,62.1,33.218,45.9,0.9,9.9
51.76,70.4,26.29,42.8,5.8,16.8
51.78,68.4,34.2,46.7,0.7,-2.4
51.79,38.4,45.154,38.67,1.09,-2.07
51.84,22.2,17.4,50.12,-0.16,10.11
51.9,54.1,29.0,55.46,-1.1,11.42
51.9,63.8,19.321,47.2,1.2,8.9
51.98,68.5,24.19,56.8,-1.0,1.0
52.08,76.9,12.1,59.1,-2.5,1.3
52.08,84.6,13.9,52.5,-2.2,0.8
52.3,65.0,17.8,54.25,-0.37,11.23
52.4,63.6,15.4,68.57,2.69,17.6
52.51,40.6,44.067,41.07,1.66,-3.46
52.58,84.3,27.35,40.4,0.7,0.4
52.58,84.3,27.35,40.4,0.7,0.4
52.79,45.6,53.773,42.8,-0.6,-1.3
52.88,65.6,31.05,49.1,0.1,2.8
52.88,65.6,31.05,49.1,0.1,2.8
52.9,64.2,10.614,51.7,2.1,3.7
52.93,68.7,19.314,50.3,4.0,5.7
52.93,68.7,19.314,50.3,4.0,5.7
53.0,62.9,26.0,52.5,-0.56,12.98
53.0,42.0,57.748,39.2,-0.9,-0.5
53.0,59.7,26.2,55.92,-1.07,10.92
53.01,71.2,25.11,43.8,4.0,6.0
53.1,64.0,26.221,48.4,1.2,10.5
53.1,64.0,26.221,48.4,1.2,10.5
53.11,78.4,12.07,58.2,-1.9,1.4
53.2,76.0,19.2,49.59,-0.07,10.46
53.24,44.2,57.672,41.8,-1.1,4.0
53.24,69.7,10.388,55.7,3.0,7.1
53.24,44.2,57.672,41.8,-1.1,4.0
53.28,73.4,32.52,50.0,-1.4,-1.4
53.3,54.5,22.4,60.51,-1.21,9.37
53.3,60.3,17.8,68.22,3.06,17.24
53.37,84.6,14.34,52.5,-2.2,1.5
53.49,69.4,25.56,59.2,1.3,-3.3
53.68,70.7,27.94,42.5,6.5,15.9
53.8,66.8,22.2,52.49,-0.16,11.26
53.8,45.7,58.321,47.6,-1.2,4.1
53.82,44.3,58.321,47.6,-1.2,4.1
53.98,43.4,42.532,42.1,1.5,-1.43
54.07,82.8,17.96,48.3,-3.6,2.6
54.08,81.0,12.49,53.6,-0.9,3.7
54.13,84.2,12.49,28.4,-1.3,9.2
54.19,66.0,14.544,52.4,4.5,7.6
54.2,55.9,18.2,60.02,2.53,14.05
54.38,65.9,32.21,49.0,0.6,7.6
54.43,46.3,25.65,37.6,3.1,2.9
54.46,47.1,55.335,38.4,-1.3,1.3
54.46,47.1,55.335,38.4,-1.3,1.3
54.5,59.5,25.8,56.28,-0.79,10.77
54.5,79.5,22.8,49.77,-0.46,11.1
54.68,67.9,16.32,66.2,0.1,-2.2
54.7,77.4,24.6,54.69,-0.03,12.73
54.7,77.4,24.6,54.69,-0.03,12.73
54.74,60.8,21.408,46.6,0.5,15.2
