label,Depth CSF-A (m),Porosity (vol%),NGR total counts (cps),Reflectance L*,Reflectance a*,Reflectance b*
194-1198A-007H-7-0.2,61.7,55.7,27.0,61.99,-0.95,10.01
194-1192A-008H-3-0.8,61.8,56.3,25.6,50.48,-0.07,12.96
194-1193C-004R-1-1.22,61.82,22.2,17.4,50.12,-0.16,10.11
317-U1353B-009H-4-0.55,61.85,41.9,36.331,40.2,-1.7,3.9
317-U1353B-009H-4-0.58,61.88,43.4,36.331,40.2,-1.7,3.9
317-U1353B-009H-4-0.58,61.88,43.4,36.331,40.2,-1.7,3.9
342-U1404A-008H-1-0.38,62.08,85.0,18.95,29.9,-2.0,4.9
342-U1407A-007H-6-0.38,62.18,66.8,22.82,61.6,0.6,-1.8
342-U1410A-007H-6-0.3,62.33,60.4,36.46,47.8,0.3,1.7
342-U1410A-007H-6-0.3,62.33,60.4,36.46,47.8,0.3,1.7
359-U1471A-008H-1-0.74,62.34,60.4,24.494,47.1,1.2,12.7
342-U1405A-007H-7-0.17,62.37,85.1,16.25,48.4,-0.7,-0.7
317-U1352B-007H-5-0.72,62.42,46.5,45.148,41.9,-0.3,-0.3
342-U1403A-007H-7-0.12,62.42,72.9,26.72,31.3,4.7,9.2
359-U1465A-009H-4-0.45,62.48,76.0,24.566,32.3,3.5,-0.3
194-1194A-008H-1-0.8,62.5,59.3,25.4,56.44,-0.71,9.25
317-U1351B-009H-4-0.795,62.5,43.8,57.398,35.7,-1.1,-0.2
194-1193C-004R-2-0.52,62.59,29.4,17.4,50.12,-0.16,10.11
317-U1352B-007H-5-0.93,62.63,48.6,49.038,46.8,-0.5,-0.3
194-1195B-007H-5-0.8,62.7,72.3,20.8,47.44,0.58,12.65
359-U1466A-008H-1-0.74,62.74,53.9,18.834,62.5,3.5,6.8
194-1198A-008H-1-0.8,62.8,54.5,30.2,55.49,-1.06,6.64
342-U1411B-008H-4-0.38,62.82,62.8,39.42,42.6,-0.9,-0.8
342-U1411B-008H-4-0.38,62.82,62.8,39.42,42.6,-0.9,-0.8
342-U1406A-007H-7-0.15,62.85,78.0,13.92,62.6,-1.5,-0.5
359-U1465C-003F-3-0.52,62.92,71.7,13.585,53.4,4.3,8.6
359-U1465C-003F-3-0.52,62.92,71.7,13.585,53.4,4.3,8.6
342-U1409A-008H-4-0.38,62.98,69.9,19.88,58.6,-0.1,-0.7
342-U1403A-008H-1-0.27,63.07,65.1,25.18,60.2,7.8,19.0
342-U1408A-008H-2-0.38,63.18,66.2,25.07,57.5,0.5,-0.8
317-U1354B-013H-1-0.7,63.2,49.3,50.825,41.8,-0.1,1.5
194-1192A-008H-4-0.8,63.3,57.9,25.2,49.4,-0.22,11.32
342-U1407A-007H-7-0.1,63.4,66.9,21.33,59.9,-0.2,-3.4
372-U1517C-013F-1-1.31,63.51,41.3,47.145,43.28,1.51,-3.49
359-U1465A-009H-5-0.6,63.51,74.3,32.771,46.7,4.0,7.5
342-U1405A-008H-1-0.37,63.57,83.5,17.85,52.0,-1.3,-1.3
342-U1405A-008H-1-0.37,63.57,83.5,17.85,52.0,-1.3,-1.3
342-U1406A-008H-1-0.38,63.58,77.3,9.72,59.2,-1.2,1.7
342-U1404A-008H-2-0.38,63.58,81.5,14.87,32.0,-1.4,6.8
359-U1470A-008H-4-0.5,63.78,54.8,19.813,57.0,2.9,4.5
342-U1410A-007H-7-0.38,63.93,60.7,38.48,45.9,-1.3,6.3
317-U1352B-007H-6-0.8,64.0,45.8,37.251,37.1,0.5,-0.8
317-U1351B-009H-5-0.795,64.0,43.6,60.685,35.6,-1.8,0.2
194-1194A-008H-2-0.8,64.0,58.4,23.6,56.37,-1.36,11.33
359-U1468A-008H-3-0.74,64.14,56.5,21.594,62.9,4.9,9.0
342-U1407A-008H-1-0.38,64.18,68.0,18.43,64.1,-0.7,-1.4
194-1195B-007H-6-0.8,64.2,71.8,29.8,51.24,0.68,15.48
359-U1466A-008H-2-0.74,64.24,65.0,21.611,60.2,3.7,7.4
359-U1467B-008H-3-0.74,64.25,63.7,24.574,48.5,0.8,11.6
317-U1352B-007H-6-1.1,64.3,40.0,47.422,50.5,-0.8,-0.4
194-1198A-008H-2-0.8,64.3,51.7,28.4,54.44,-0.76,7.82
342-U1411B-008H-5-0.38,64.33,63.8,35.77,51.8,-0.3,-2.4
317-U1353B-010H-2-0.94,64.44,44.4,55.321,41.0,-1.3,1.2
342-U1409A-008H-5-0.38,64.48,69.5,15.36,66.7,0.3,-2.9
342-U1403A-008H-2-0.38,64.68,67.8,31.66,62.7,7.5,16.3
342-U1408A-008H-3-0.38,64.68,66.5,26.73,55.3,0.9,-2.7
342-U1403A-008H-2-0.38,64.68,67.8,31.66,62.7,7.5,16.3
359-U1465A-009H-6-0.51,64.75,69.9,49.526,49.9,4.3,8.6
194-1192A-008H-5-0.8,64.8,57.9,24.8,54.41,-0.24,11.29
372-U1517C-013F-2-1.12,64.82,41.2,47.219,39.98,1.33,-0.78
359-U1465C-004F-1-0.65,65.05,69.3,12.024,50.5,4.3,6.9
342-U1405A-008H-2-0.37,65.07,83.4,16.16,48.4,-1.2,0.1
342-U1404A-008H-3-0.38,65.08,83.3,15.14,26.2,-4.8,14.1
342-U1406A-008H-2-0.38,65.08,77.2,11.86,58.5,-2.3,1.1
194-1195B-007H-7-0.2,65.1,71.7,21.0,52.06,0.35,12.05
359-U1471A-008H-3-0.74,65.34,60.5,26.324,48.1,0.7,9.6
317-U1351B-009H-6-0.795,65.5,43.5,57.805,39.1,-1.8,3.8
194-1194A-008H-3-0.8,65.5,62.5,28.2,53.71,-1.29,11.29
317-U1351B-009H-6-0.795,65.5,43.5,57.805,39.1,-1.8,3.8
342-U1407A-008H-2-0.38,65.68,67.2,22.36,64.2,0.0,-2.6
359-U1466A-008H-3-0.74,65.74,56.0,16.151,62.9,3.4,7.5
194-1198A-008H-3-0.8,65.8,60.0,28.6,57.17,-0.81,9.31
342-U1411B-008H-6-0.38,65.84,61.8,40.94,46.2,0.0,-1.8
342-U1410A-008H-1-0.38,65.88,63.6,28.77,48.1,0.4,0.5
342-U1409A-008H-6-0.38,65.98,68.6,14.6,69.0,-1.2,0.0
359-U1465B-002R-1-0.2,66.1,22.8,21.179,65.4,5.9,8.8
342-U1408A-008H-4-0.38,66.18,65.8,26.3,54.1,-0.8,-0.8
342-U1403A-008H-3-0.38,66.18,69.8,30.82,49.1,6.6,15.4
194-1195B-008H-1-0.8,66.2,68.7,24.2,51.39,-0.01,14.47
194-1195B-008H-1-0.8,66.2,68.7,24.2,51.39,-0.01,14.47
194-1192A-008H-6-0.8,66.3,61.6,23.8,50.73,-0.06,9.98
359-U1470A-008H-6-0.5,66.51,58.5,20.036,57.7,3.1,5.3
342-U1405A-008H-3-0.37,66.57,83.6,16.89,45.6,-0.8,-0.2
342-U1404A-008H-4-0.38,66.58,83.5,15.29,24.6,-2.6,8.7
342-U1406A-008H-3-0.38,66.58,79.3,15.04,63.0,-1.8,-1.2
317-U1354B-013H-3-1.46,66.96,44.8,44.327,45.9,-1.0,2.9
317-U1354B-013H-3-1.48,66.98,43.7,44.327,45.9,-1.0,2.9
194-1194A-008H-4-0.8,67.0,60.1,37.6,55.61,-1.01,7.32
342-U1411B-008H-7-0.14,67.1,61.4,41.04,48.9,0.6,-1.2
359-U1468A-008H-5-0.74,67.14,52.6,26.708,55.2,4.3,5.7
342-U1407A-008H-3-0.38,67.18,67.1,22.54,61.9,-0.1,-3.2
317-U1354C-002H-2-0.69,67.19,46.6,44.638,37.5,0.6,-0.7
359-U1466A-008H-4-0.69,67.19,73.2,23.611,60.4,2.5,8.2
317-U1354C-002H-2-0.69,67.19,46.6,44.638,37.5,0.6,-0.7
194-1192A-008H-7-0.2,67.2,61.1,23.4,52.82,0.07,10.3
342-U1409A-008H-7-0.15,67.25,69.0,14.29,66.7,-1.5,0.2
359-U1467B-008H-5-0.76,67.27,62.2,36.011,49.7,1.2,9.9
194-1198A-008H-4-0.8,67.3,57.9,33.2,59.51,-0.91,8.12
342-U1410A-008H-2-0.38,67.38,63.7,28.88,50.9,1.0,1.0
317-U1353B-010H-4-0.94,67.44,47.3,49.371,42.8,-0.9,2.2
317-U1353B-010H-4-0.98,67.48,46.9,49.371,41.5,-1.5,3.9
342-U1411B-009H-1-0.1,67.5,62.5,41.57,42.0,-0.4,-0.7
342-U1411B-009H-1-0.1,67.5,62.5,41.57,42.0,-0.4,-0.7
359-U1465C-004F-3-0.45,67.59,67.2,27.402,45.8,4.1,6.8
359-U1465C-004F-3-0.45,67.59,67.2,27.402,45.8,4.1,6.8
342-U1403A-008H-4-0.38,67.68,67.5,32.63,61.4,7.5,16.8
342-U1408A-008H-5-0.38,67.68,63.8,26.56,52.8,0.9,-0.1
194-1195B-008H-2-0.8,67.7,78.5,21.6,51.14,0.5,9.99
317-U1352B-008H-2-1.02,67.72,41.8,55.403,45.1,-1.1,-0.9
342-U1409A-009H-1-0.38,67.98,69.3,15.04,67.4,-1.0,-0.6
342-U1411B-009H-2-0.38,68.02,62.8,40.83,40.7,0.0,-1.1
342-U1405A-008H-4-0.37,68.07,81.4,21.21,51.2,-2.1,-0.5
342-U1404A-008H-5-0.38,68.08,84.4,15.98,39.9,-0.9,4.3
342-U1406A-008H-4-0.38,68.08,77.2,14.61,57.7,-0.8,2.5
359-U1471A-008H-5-0.7,68.26,61.1,31.111,48.9,0.8,8.5
194-1192A-009H-1-0.8,68.3,58.6,22.8,50.16,0.01,9.35
372-U1517C-014F-1-1.41,68.31,50.1,35.813,38.86,0.11,0.04
317-U1353B-011H-1-0.71,68.31,47.3,46.732,38.5,-1.2,2.8
194-1195A-008H-5-0.8,68.5,78.1,21.0,50.44,0.61,12.85
194-1194A-008H-5-0.8,68.5,57.9,42.2,55.6,-1.2,9.1
342-U1407A-008H-4-0.38,68.68,67.3,24.12,63.8,-0.4,-1.9
359-U1466A-008H-5-0.73,68.73,69.4,17.438,57.7,2.1,10.6
194-1198A-008H-5-0.8,68.8,58.4,26.8,56.94,-0.45,9.8
342-U1410A-008H-3-0.38,68.88,63.2,21.77,66.6,0.9,1.3
317-U1352B-008H-3-0.8,69.0,43.1,56.608,50.7,-1.0,-1.2
342-U1408A-008H-6-0.25,69.05,63.7,28.59,42.0,1.0,2.1
194-1195B-008H-3-0.8,69.2,73.9,27.8,54.98,0.09,14.69
342-U1403A-008H-5-0.38,69.21,69.5,31.05,64.0,7.2,13.3
372-U1517C-014F-2-1.0,69.35,50.4,35.403,46.16,1.04,-1.6
317-U1354B-013H-5-0.9,69.4,47.1,49.235,,-0.4,1.2
359-U1467B-008H-7-0.39,69.4,58.4,29.198,46.8,0.7,11.9
342-U1409A-009H-2-0.38,69.48,67.2,15.3,73.9,0.0,-0.3
342-U1411B-009H-3-0.38,69.52,61.0,38.72,43.2,-0.8,0.4
342-U1405A-008H-5-0.37,69.57,88.2,14.27,55.3,-1.9,-1.0
342-U1406A-008H-5-0.38,69.58,75.7,14.02,57.7,-2.5,0.9
342-U1404A-008H-6-0.38,69.58,82.2,15.33,32.65,-1.3,5.3
359-U1470A-009H-2-0.2,69.61,52.2,40.407,59.6,2.6,4.8
359-U1465C-005F-1-0.62,69.72,59.8,29.018,50.7,4.6,10.3
194-1192A-009H-2-0.8,69.8,64.2,23.8,55.31,-0.02,11.05
359-U1466A-008H-6-0.49,69.99,66.5,11.15,60.2,2.3,7.8
194-1194A-008H-6-0.8,70.0,54.0,22.2,54.75,-0.91,10.11
194-1194A-008H-6-0.8,70.0,54.0,22.2,54.75,-0.91,10.11
194-1195A-008H-6-0.8,70.0,74.2,22.0,52.44,0.13,11.84
342-U1408A-008H-7-0.12,70.04,64.6,24.76,60.3,0.7,-1.3
342-U1407A-008H-5-0.38,70.18,65.8,22.24,58.0,-1.1,-0.7
317-U1354C-002H-4-0.69,70.19,47.3,50.132,45.7,-0.1,0.4
194-1198A-008H-6-0.8,70.3,56.7,34.0,61.31,-0.98,9.49
194-1198A-008H-6-0.8,70.3,56.7,34.0,61.31,-0.98,9.49
342-U1410A-008H-4-0.38,70.38,62.6,30.29,51.3,0.6,-0.1
359-U1468A-009H-1-0.6,70.5,51.2,26.954,54.0,4.4,9.3
194-1195A-008H-7-0.2,70.6,76.7,28.0,53.48,0.12,13.06
372-U1517C-014F-3-1.14,70.62,49.1,45.153,39.24,0.46,1.01
317-U1351B-011H-1-1.0,70.7,48.5,52.503,42.6,-0.7,1.4
194-1195B-008H-4-0.8,70.7,67.0,24.0,54.96,-0.2,12.99
342-U1403A-008H-6-0.38,70.71,70.7,31.24,56.6,6.4,17.8
359-U1467B-009H-1-0.73,70.73,62.5,26.338,48.7,1.2,11.0
342-U1404A-008H-7-0.29,70.79,83.1,15.18,49.6,-0.9,1.6
359-U1466A-008H-7-0.4,70.9,61.0,16.156,56.5,2.55,7.75
194-1194A-008H-7-0.2,70.9,60.0,30.6,59.53,-1.16,11.29
194-1194A-008H-7-0.2,70.9,60.0,30.6,59.53,-1.16,11.29
342-U1406A-008H-6-0.28,70.98,79.0,11.43,67.1,-1.0,-1.9
342-U1409A-009H-3-0.38,70.99,64.7,21.29,62.8,-1.1,5.2
342-U1411B-009H-4-0.38,71.02,63.2,42.44,47.0,-1.6,-2.1
194-1198A-008H-7-0.16,71.06,58.0,24.8,60.52,-0.84,8.82
342-U1405A-008H-6-0.37,71.07,84.2,17.28,48.4,-2.4,2.0
317-U1353B-011H-3-0.56,71.16,46.1,51.673,42.0,-1.3,3.2
317-U1353B-011H-3-0.56,71.16,46.1,51.673,42.0,-1.3,3.2
342-U1408A-009H-1-0.38,71.18,63.7,26.04,53.9,-0.3,1.2
194-1192A-009H-3-0.8,71.3,54.8,23.6,57.2,-0.34,11.21
342-U1404A-009H-1-0.38,71.58,83.5,18.33,47.5,0.3,-1.2
342-U1407A-008H-6-0.38,71.68,67.6,22.02,58.5,-1.0,0.1
359-U1471A-009H-1-0.74,71.84,64.0,23.594,50.7,1.3,10.0
342-U1410A-008H-5-0.38,71.88,62.5,21.12,65.5,1.4,1.2
359-U1470A-009H-4-0.4,71.91,57.2,31.843,57.6,2.3,5.9
317-U1354B-014H-1-1.46,71.96,50.5,44.821,43.1,-1.6,4.9
317-U1351B-011H-2-0.77,71.97,45.6,43.742,30.4,0.0,0.2
317-U1354B-014H-1-1.48,71.98,48.4,44.821,43.1,-1.6,4.9
317-U1354B-014H-1-1.48,71.98,48.4,44.821,43.1,-1.6,4.9
194-1194A-009H-1-0.8,72.0,50.5,26.6,60.31,-0.95,9.31
194-1195A-009H-1-0.8,72.0,71.6,30.6,52.84,0.32,13.55
342-U1403A-008H-7-0.18,72.01,67.3,30.44,58.6,7.8,16.7
317-U1352B-008H-5-0.85,72.05,42.2,55.258,52.7,-1.0,-0.8
359-U1466A-009H-1-0.6,72.1,63.1,15.034,60.4,2.5,7.8
342-U1406A-008H-7-0.14,72.11,78.4,10.94,63.3,-0.9,-0.7
359-U1465C-005F-3-0.35,72.18,61.1,32.488,49.2,4.4,7.2
194-1195B-008H-5-0.8,72.2,73.0,31.0,55.18,0.74,14.01
194-1198A-009H-1-0.8,72.3,61.3,24.0,57.98,-0.56,8.03
342-U1405A-008H-7-0.19,72.39,86.6,14.01,46.4,-1.8,0.8
342-U1409A-009H-4-0.38,72.49,68.8,22.1,62.8,-0.3,2.8
342-U1411B-009H-5-0.38,72.52,60.1,42.84,40.7,-0.7,-0.4
317-U1351B-011H-2-1.37,72.57,46.1,55.092,49.5,-1.5,1.6
359-U1468A-009H-3-0.62,72.59,47.9,29.028,45.6,3.8,9.3
342-U1403A-009H-1-0.38,72.68,72.8,23.44,55.5,7.3,16.3
342-U1408A-009H-2-0.38,72.68,62.5,25.76,60.0,0.6,-2.6
194-1192A-009H-4-0.8,72.8,58.1,19.0,54.13,-0.21,10.94
194-1192A-009H-4-0.8,72.8,58.1,19.0,54.13,-0.21,10.94
317-U1353B-011H-4-0.8,72.9,46.3,59.103,41.4,-0.5,1.6
317-U1353B-011H-4-0.82,72.92,46.0,59.103,43.7,-1.2,3.8
342-U1407A-008H-7-0.16,72.96,67.9,20.54,59.8,-1.1,-0.6
317-U1354B-014H-2-0.98,72.98,43.4,33.521,41.0,-0.4,1.2
194-1195A-009H-2-0.8,73.0,73.0,27.8,56.74,0.13,13.17
342-U1405A-009H-1-0.37,73.07,86.0,15.57,52.4,-0.7,-1.7
342-U1404A-009H-2-0.38,73.08,83.9,15.53,38.7,1.1,1.1
342-U1406A-009H-1-0.38,73.08,74.0,12.04,50.0,-0.3,-0.5
372-U1517C-015H-2-1.04,73.17,49.7,44.422,38.51,0.17,2.25
359-U1466A-009H-2-0.65,73.36,66.3,16.304,55.7,2.1,10.1
342-U1410A-008H-6-0.38,73.38,64.2,25.29,60.9,0.0,-0.1
194-1194A-009H-2-0.8,73.5,58.4,28.8,55.29,-1.29,11.1
342-U1407A-009H-1-0.38,73.68,66.8,18.8,60.1,-2.2,0.3
317-U1351B-011H-3-1.0,73.7,23.3,54.47,43.3,-0.8,1.6
194-1195B-008H-6-0.8,73.7,72.2,27.2,52.16,-0.04,12.9
359-U1467B-009H-3-0.74,73.74,72.7,22.778,51.2,0.8,10.9
317-U1352B-008H-7-0.04,73.74,46.0,49.348,45.8,-0.6,-1.3
194-1198A-009H-2-0.8,73.8,56.4,34.2,58.77,-1.21,9.05
194-1195A-009H-3-0.8,73.92,73.2,29.6,60.39,0.78,14.35
342-U1409A-009H-5-0.38,73.99,66.9,21.03,69.0,-0.9,-0.2
342-U1411B-009H-6-0.38,74.02,60.7,46.46,40.2,-0.1,-0.9
342-U1408A-009H-3-0.38,74.18,61.7,26.27,51.2,0.5,1.2
342-U1403A-009H-2-0.38,74.18,74.9,24.74,55.6,-0.4,5.5
194-1192A-009H-5-0.8,74.3,57.3,16.4,52.74,0.25,8.59
359-U1465C-006F-1-0.51,74.31,40.0,17.515,46.6,3.6,3.9
317-U1354B-015H-1-0.98,74.48,48.7,48.988,42.8,-1.2,1.2
317-U1354B-015H-1-0.98,74.48,48.7,48.988,42.8,-1.2,1.2
342-U1405A-009H-2-0.37,74.57,87.2,15.29,39.6,-1.8,2.2
342-U1404A-009H-3-0.38,74.58,83.9,13.9,28.9,0.0,6.4
342-U1410A-008H-7-0.08,74.58,64.1,25.77,60.5,1.1,-0.8
342-U1406A-009H-2-0.38,74.58,75.1,11.93,60.6,-0.9,0.8
317-U1352B-008H-CC-0.12,74.68,44.9,51.056,47.3,-1.0,-0.5
317-U1352B-008H-CC-0.12,74.68,44.9,51.056,47.3,-1.0,-0.5
359-U1470A-009H-6-0.43,74.69,59.6,36.726,52.8,2.4,5.3
359-U1470A-009H-6-0.43,74.69,59.6,36.726,52.8,2.4,5.3
359-U1466A-009H-3-0.74,74.74,61.7,14.8645,56.5,1.6,9.8
359-U1471A-009H-3-0.74,74.84,62.4,29.264,49.5,1.2,9.1
372-U1517C-015H-3-1.38,74.84,48.4,45.799,38.42,0.41,0.55
317-U1351B-011H-4-0.7,74.9,44.7,44.555,32.5,-0.2,-1.9
194-1194A-009H-3-0.8,75.0,60.1,31.8,54.28,-1.52,11.51
342-U1407A-009H-2-0.38,75.18,65.5,19.99,62.5,-1.1,-0.6
342-U1410A-009H-1-0.24,75.24,63.9,24.4,53.3,0.5,0.1
359-U1468A-009H-5-0.68,75.26,55.8,25.551,56.8,4.4,7.6
194-1198A-009H-3-0.8,75.3,59.6,26.0,56.34,-0.94,6.78
342-U1411B-009H-7-0.2,75.34,61.9,49.23,41.5,-0.5,0.5
194-1195A-009H-4-0.8,75.42,71.6,28.4,58.38,-0.44,12.17
317-U1352B-009H-1-0.76,75.46,48.5,53.198,50.8,-0.8,-1.1
342-U1409A-009H-6-0.38,75.49,67.4,21.64,64.9,-0.5,-2.5
342-U1408A-009H-4-0.38,75.68,63.4,28.02,57.0,0.4,-1.3
342-U1403A-009H-3-0.38,75.68,75.3,22.54,61.4,0.9,3.6
342-U1408A-009H-4-0.38,75.68,63.4,28.02,57.0,0.4,-1.3
342-U1403A-009H-3-0.38,75.68,75.3,22.54,61.4,0.9,3.6
194-1195B-009H-1-0.8,75.7,59.7,32.0,58.88,0.45,11.3
317-U1354B-015H-3-0.4,75.88,42.3,34.88,36.7,-0.5,2.8
372-U1517C-015H-4-0.92,75.91,47.3,42.652,42.13,1.11,-0.86
342-U1405A-009H-3-0.37,76.07,86.1,14.89,47.0,-1.0,1.2
342-U1404A-009H-4-0.38,76.08,82.9,15.08,43.1,-0.1,4.4
342-U1406A-009H-3-0.38,76.08,75.6,13.03,60.4,-1.7,0.2
359-U1466A-009H-4-0.7,76.2,63.7,19.191,55.1,2.0,6.4
342-U1411B-009H-8-0.1,76.25,62.7,40.23,44.8,-1.0,0.8
317-U1353B-012H-3-1.2,76.38,47.3,43.816,40.3,-0.4,0.4
194-1194A-009H-4-0.8,76.5,56.5,27.4,56.81,-0.97,11.71
342-U1407A-009H-3-0.38,76.68,66.3,19.69,65.2,0.3,-2.7
194-1192A-009H-7-0.2,76.7,66.4,16.4,49.65,-0.22,10.85
317-U1351B-012H-1-1.0,76.7,61.9,14.05,40.9,-0.2,-0.9
359-U1467B-009H-5-0.74,76.74,60.5,21.008,50.8,1.0,10.3
342-U1409A-009H-7-0.15,76.76,65.2,22.65,58.7,-0.9,-0.6
342-U1409A-009H-7-0.15,76.76,65.2,22.65,58.7,-0.9,-0.6
194-1198A-009H-4-0.8,76.8,56.4,35.2,62.21,-1.45,9.84
342-U1410A-009H-2-0.38,76.88,63.4,26.55,44.8,0.3,2.7
194-1195A-009H-5-0.8,76.92,66.6,38.4,55.8,0.55,13.73
342-U1403A-009H-4-0.38,77.15,75.9,21.5,54.9,6.4,21.3
342-U1408A-009H-5-0.38,77.18,60.2,26.07,57.4,0.0,-0.8
372-U1517C-015H-5-1.14,77.2,48.5,45.849,38.15,0.57,1.45
342-U1411B-010H-1-0.38,77.28,63.9,35.03,47.9,-0.2,-0.9
194-1195B-009H-2-0.9,77.3,65.4,34.0,53.11,1.22,15.36
342-U1409A-010H-1-0.38,77.48,65.4,22.94,58.1,-1.1,-1.2
342-U1405A-009H-4-0.37,77.57,85.5,14.56,42.2,-1.0,1.1
342-U1404A-009H-5-0.38,77.58,82.4,14.99,46.4,0.0,1.2
342-U1406A-009H-4-0.38,77.59,74.3,14.27,56.4,-0.6,1.3
359-U1466A-009H-5-0.74,77.74,60.6,19.791,53.2,3.0,5.0
359-U1471A-009H-5-0.67,77.77,64.0,27.481,46.7,1.5,8.2
359-U1471A-009H-5-0.67,77.77,64.0,27.481,46.7,1.5,8.2
194-1192A-010H-1-0.8,77.8,57.7,18.6,55.01,0.0,12.64
194-1194A-009H-5-0.8,78.0,57.3,23.6,55.78,-1.34,10.97
342-U1410A-009H-3-0.13,78.13,62.9,24.94,50.6,1.5,1.3
342-U1407A-009H-4-0.38,78.18,64.2,21.51,60.0,-1.4,-0.3
342-U1408A-009H-6-0.15,78.26,62.1,26.64,46.3,0.0,0.1
194-1198A-009H-5-0.8,78.3,56.7,31.8,60.08,-0.64,9.26
372-U1517C-015H-6-0.83,78.32,50.3,40.758,37.57,0.67,3.35
317-U1352B-009H-3-0.7,78.4,46.8,54.855,47.1,-0.6,-0.9
194-1195A-009H-6-0.8,78.42,64.3,37.0,54.7,0.78,14.25
342-U1403A-009H-5-0.38,78.62,77.5,22.31,63.2,6.5,12.2
194-1195B-009H-3-0.8,78.7,63.3,30.8,53.77,1.35,13.02
342-U1411B-010H-2-0.38,78.78,62.1,41.97,40.4,0.0,2.3
359-U1470A-010H-1-0.73,78.83,57.8,54.171,50.9,2.3,5.8
359-U1470A-010H-1-0.73,78.83,57.8,54.171,50.9,2.3,5.8
359-U1467B-009H-7-0.37,78.89,62.4,19.475,46.3,1.2,10.5
342-U1409A-010H-2-0.38,78.98,65.6,22.65,57.9,-0.3,0.0
342-U1410A-009H-4-0.38,79.03,63.8,26.41,56.2,0.2,-1.8
342-U1405A-009H-5-0.37,79.07,85.5,15.09,51.8,-1.4,0.7
342-U1404A-009H-6-0.38,79.08,83.6,16.0,40.9,-2.9,3.1
342-U1406A-009H-5-0.38,79.1,73.8,15.37,54.4,0.8,2.8
359-U1466A-009H-6-0.65,79.15,52.2,20.561,68.8,3.3,5.0
359-U1466A-009H-6-0.65,79.15,52.2,20.561,68.8,3.3,5.0
194-1192A-010H-2-0.8,79.3,63.1,21.8,54.73,-0.02,11.73
194-1194A-009H-6-0.8,79.5,54.7,26.0,52.11,-0.87,7.89
372-U1517C-015H-7-1.21,79.67,50.2,38.249,38.57,0.64,2.64
342-U1407A-009H-5-0.38,79.68,65.2,19.97,63.2,-0.2,-2.2
194-1198A-009H-6-0.8,79.8,56.8,29.0,63.31,-1.03,8.95
359-U1468A-010H-1-0.51,79.91,45.6,24.64,57.6,5.3,9.8
359-U1468A-010H-1-0.51,79.91,45.6,24.64,57.6,5.3,9.8
194-1195A-009H-7-0.8,79.92,66.3,27.6,54.45,0.91,12.88
342-U1403A-009H-6-0.38,80.08,77.7,21.7,58.6,5.7,16.7
359-U1471A-009H-7-0.32,80.15,61.1,47.307,48.6,1.4,8.2
194-1195B-009H-4-0.8,80.2,71.8,25.0,50.18,0.24,9.28
194-1195B-009H-4-0.8,80.2,71.8,25.0,50.18,0.24,9.28
342-U1411B-010H-3-0.38,80.28,61.8,40.16,39.7,0.6,2.0
359-U1467B-010H-1-0.78,80.28,61.5,19.381,47.7,1.1,10.2
317-U1353B-014X-CC-0.1,80.3,50.9,14.536,46.1,-1.4,5.3
194-1195A-009H-8-0.2,80.32,68.2,31.8,51.19,0.51,12.06
317-U1353B-014X-CC-0.14,80.34,46.9,14.536,46.1,-1.4,5.3
194-1194A-009H-7-0.2,80.4,54.4,29.0,58.0,-0.71,10.72
342-U1409A-010H-3-0.38,80.48,64.8,20.92,59.6,0.1,0.2
342-U1406A-009H-6-0.3,80.53,73.4,14.15,61.6,-1.0,-0.1
342-U1410A-009H-5-0.38,80.53,66.6,16.19,68.7,1.4,-3.8
342-U1405A-009H-6-0.35,80.55,83.8,16.58,48.1,-2.5,1.1
342-U1404A-009H-7-0.38,80.58,82.7,16.43,36.4,-4.6,4.8
342-U1404A-009H-7-0.38,80.58,82.7,16.43,36.4,-4.6,4.8
342-U1408A-010H-1-0.38,80.68,65.7,23.57,52.8,-2.1,-0.6
194-1198A-009H-7-0.2,80.7,58.1,27.6,53.41,-0.75,8.45
194-1192A-010H-3-0.8,80.8,67.3,21.8,54.74,-0.11,13.07
317-U1354C-004X-2-1.46,81.06,48.2,42.685,40.3,-1.1,3.1
317-U1354C-004X-2-1.48,81.08,48.9,42.685,40.3,-1.1,3.1
342-U1404A-010H-1-0.38,81.08,84.4,17.41,42.5,-0.3,0.6
342-U1403A-009H-7-0.14,81.14,78.0,19.92,55.3,0.5,6.6
342-U1407A-009H-6-0.38,81.18,62.4,16.25,73.4,0.2,-2.9
317-U1352B-009H-5-0.52,81.22,43.9,55.23,42.6,0.3,-1.6
359-U1471A-010H-1-0.87,81.47,64.1,23.444,46.8,1.7,9.2
194-1194A-010H-1-0.8,81.5,56.0,28.0,54.09,-1.23,10.2
359-U1470A-010H-3-0.73,81.64,53.9,42.198,50.0,2.3,6.3
194-1195B-009H-5-0.8,81.7,72.1,29.6,55.71,0.16,13.08
359-U1466A-010H-1-0.74,81.74,53.6,15.494,51.3,3.3,4.4
342-U1411B-010H-4-0.38,81.78,59.0,41.33,41.1,-0.6,3.4
194-1198A-010H-1-0.8,81.8,58.8,26.8,58.43,-1.01,10.78
194-1198A-010H-1-0.8,81.8,58.8,26.8,58.43,-1.01,10.78
342-U1405A-009H-7-0.14,81.84,85.9,14.69,48.5,-0.1,-0.5
